Year,Name,Count,Rank
2018,ELLA,25,2034
2018,ELLIE,24,2054
2018,EMILY,23,2070
2018,HANNAH,23,2074
2018,LILY,23,2077
2018,ADDISON,22,2081
2018,LUCY,22,2088
2019,CHARLOTTE,56,1516
2019,OLIVIA,46,1712
2019,AMELIA,43,1740
2019,EMMA,40,1780
2019,ABIGAIL,33,1872
2019,ISLA,32,1895
2019,VIOLET,32,1898
2019,ELLA,31,1904
2019,AVA,30,1918
2019,SADIE,30,1929
2019,ISABELLA,28,1958
2019,SOPHIE,28,1975
2019,LILY,27,1998
2019,SCARLETT,27,2005
2019,SOPHIA,27,2006
2019,IVY,25,2041
2019,CHLOE,23,2066
2019,CLAIRE,23,2067
2019,LUCY,23,2078
2019,NORA,22,2089
2020,OLIVIA,56,1531
2020,CHARLOTTE,44,1726
2020,AVA,37,1819
2020,IVY,37,1825
2020,NORA,33,1887
2020,AMELIA,30,1917
2020,SOPHIA,29,1946
2020,EVELYN,28,1953
2020,ISLA,28,1959
2020,SOPHIE,28,1976
2020,LILY,27,1999
2020,SCARLETT,26,2024
2020,VIOLET,26,2028
2020,EMMA,25,2037
2020,HARPER,24,2059
2020,ELLA,23,2068
2020,HANNAH,23,2075
2020,ABIGAIL,21,2090
2020,AVERY,21,2091
2020,GRACE,21,2095
2021,OLIVIA,56,1532
2021,AVA,41,1763
2021,ELLIE,37,1823
2021,ISLA,35,1857
2021,AMELIA,33,1876
2021,IVY,33,1885
2021,EVELYN,31,1905
2021,VIOLET,31,1912
2021,CHARLOTTE,29,1936
2021,HARPER,29,1940
2021,NORA,28,1969
2021,ELLA,27,1988
2021,HANNAH,27,1991
2021,AVERY,25,2032
2021,EMMA,24,2055
2021,SOPHIA,23,2080
2021,AURORA,22,2082
2021,ISABELLA,22,2086
2021,ELEANOR,21,2092
2021,EVERLY,21,2093
2021,KINSLEY,21,2096
2021,LILY,21,2097
2021,SADIE,21,2098
2021,WILLOW,21,2099
2022,VIOLET,43,1750
2022,CHARLOTTE,42,1752
2022,EMMA,39,1790
2022,OLIVIA,38,1815
2022,AMELIA,33,1877
2022,ELLIE,32,1891
2022,SADIE,30,1930
2022,HARPER,29,1941
2022,LILY,28,1963
2022,ISLA,27,1992
2022,NORA,27,2001
2022,ABIGAIL,26,2008
2022,IVY,26,2016
2022,SOPHIE,24,2064
2022,ELLA,23,2069
2022,EVELYN,23,2071
2022,ISABELLE,23,2076
2022,SCARLETT,23,2079
2022,AVERY,22,2083
2022,EVERLY,21,2094
